stage,date,distance,origin,destination,type,flat_cobblestone,flat,half,high_mountain,hilly,individual_time_trial,intermediate,medium_mountain,mountain,mountain_time,plain,plain_with_cobble,stage_with_mountain,team_time_trial,transition,winner,winner_country,year,country_code,stage_2
14,7/25/1919,468,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Firmin Lambot,BEL,1919,3,14
15,7/27/1919,340,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Alavoine,FRA,1919,11,15
1,6/27/1920,388,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1920,3,1
2,6/29/1920,364,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1920,3,2
3,7/1/1920,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henri Pélissier,FRA,1920,11,3
4,7/3/1920,412,Brest,Les Sables d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henri Pélissier,FRA,1920,11,4
5,7/5/1920,482,Les Sables d'Olonne,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Firmin Lambot,BEL,1920,3,5
6,7/7/1920,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Firmin Lambot,BEL,1920,3,6
7,7/9/1920,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Rossius,BEL,1920,3,7
8,7/11/1920,325,Perpignan,Aix-en-Provence,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Heusghem,BEL,1920,3,8
9,7/14/1920,356,Aix-en-Provence,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Philippe Thys,BEL,1920,3,9
10,7/16/1920,333,Nice,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hector Heusghem,BEL,1920,3,10
11,7/18/1920,362,Grenoble,Gex,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Léon Scieur,BEL,1920,3,11
12,7/20/1920,354,Gex,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1920,3,12
13,7/22/1920,300,Strasbourg,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1920,3,13
14,7/24/1920,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1920,11,14
15,7/27/1920,340,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Rossius,BEL,1920,3,15
1,6/26/1921,388,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1921,3,1
2,6/28/1921,364,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1921,11,2
3,6/30/1921,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Leon Scieur,BEL,1921,3,3
4,7/2/1921,412,Brest,Les Sables-d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1921,3,4
5,7/4/1921,482,Les Sables-d'Olonne,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1921,3,5
6,7/6/1921,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hector Heusghem,BEL,1921,3,6
7,7/8/1921,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louis Mottiat,BEL,1921,3,7
8,7/10/1921,411,Perpignan,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Luigi Lucotti,ITA,1921,18,8
9,7/12/1921,272,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Firmin Lambot,BEL,1921,3,9
10,7/14/1921,333,Nice,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Leon Scieur,BEL,1921,3,10
11,7/16/1921,325,Grenoble,Geneva,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Félix Goethals,FRA,1921,11,11
12,7/18/1921,371,Geneva,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Honoré Barthélemy,FRA,1921,11,12
13,7/20/1921,300,Strasbourg,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Sellier,BEL,1921,3,13
14,7/22/1921,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1921,11,14
15,7/24/1921,340,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1921,11,15
1,6/25/1922,388,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Jacquinot,FRA,1922,11,1
2,6/27/1922,364,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1922,11,2
3,6/29/1922,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Jacquinot,FRA,1922,11,3
4,7/1/1922,412,Brest,Les Sables d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1922,3,4
5,7/3/1922,482,Les Sables d'Olonne,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Alavoine,FRA,1922,11,5
6,7/5/1922,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Alavoine,FRA,1922,11,6
7,7/7/1922,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Alavoine,FRA,1922,11,7
8,7/9/1922,411,Perpignan,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1922,3,8
9,7/11/1922,284,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Philippe Thys,BEL,1922,3,9
10,7/13/1922,274,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Philippe Thys,BEL,1922,3,10
11,7/15/1922,260,Briançon,Geneva,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Emile Masson},BEL,1922,3,11
12,7/17/1922,371,Geneva,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Emile Masson,BEL,1922,3,12
13,7/19/1922,300,Strasbourg,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Federico Gay,ITA,1922,18,13
14,7/21/1922,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Sellier,BEL,1922,3,14
15,7/23/1922,340,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys,BEL,1922,3,15
1,6/24/1923,381,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Jacquinot,FRA,1923,11,1
2,6/26/1923,371,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1923,18,2
3,6/28/1923,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henri Pélissier,FRA,1923,11,3
4,6/30/1923,412,Brest,Les Sables d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Albert Dejonghe,BEL,1923,3,4
5,7/2/1923,482,Les Sables d'Olonne,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Jacquinot,FRA,1923,11,5
6,7/4/1923,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Alavoine,FRA,1923,11,6
7,7/6/1923,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Alavoine,FRA,1923,11,7
8,7/8/1923,427,Perpignan,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucien Buysse,BEL,1923,3,8
9,7/10/1923,281,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Alavoine,FRA,1923,11,9
10,7/12/1923,275,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Henri Pélissier,FRA,1923,11,10
11,7/14/1923,260,Briançon,Geneva,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Henri Pélissier,FRA,1923,11,11
12,7/16/1923,377,Geneva,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph Muller,FRA,1923,11,12
13,7/18/1923,300,Strasbourg,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1923,11,13
14,7/20/1923,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1923,11,14
15,7/22/1923,343,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1923,11,15
1,6/22/1924,381,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1924,18,1
2,6/24/1924,371,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1924,11,2
3,6/26/1924,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Thys  Théophile Beeckman,BEL,1924,3,3
4,6/28/1924,412,Brest,Les Sables-d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Goethals,FRA,1924,11,4
5,6/30/1924,482,Les Sables-d'Olonne,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Omer Huyse,BEL,1924,3,5
6,7/2/1924,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ottavio Bottecchia,ITA,1924,18,6
7,7/4/1924,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ottavio Bottecchia,ITA,1924,18,7
8,7/6/1924,427,Perpignan,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1924,3,8
9,7/8/1924,280,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Philippe Thys,BEL,1924,3,9
10,7/10/1924,275,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Giovanni Brunero,ITA,1924,18,10
11,7/12/1924,307,Briançon,Gex,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1924,22,11
12,7/14/1924,360,Gex,Strasbourg,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1924,22,12
13,7/16/1924,300,Strasbourg,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arsène Alancourt,FRA,1924,11,13
14,7/18/1924,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1924,11,14
15,7/20/1924,343,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1924,18,15
1,6/21/1925,340,Paris,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1925,18,1
2,6/23/1925,371,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Romain Bellenger,FRA,1925,11,2
3,6/25/1925,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Mottiat,BEL,1925,3,3
4,6/26/1925,208,Brest,Vannes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1925,22,4
5,6/27/1925,204,Vannes,Les Sables-d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1925,22,5
6,6/28/1925,293,Les Sables-d'Olonne,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1925,18,6
7,6/29/1925,189,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1925,18,7
8,7/1/1925,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Adelin Benoît,BEL,1925,3,8
9,7/3/1925,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1925,22,9
10,7/4/1925,215,Perpignan,Nîmes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Theophile Beeckman,BEL,1925,3,10
11,7/5/1925,215,Nîmes,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucien Buysse,BEL,1925,3,11
12,7/7/1925,280,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Buysse,BEL,1925,3,12
13,7/9/1925,275,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bartolomeo Aimo,ITA,1925,18,13
14,7/11/1925,303,Briançon,Evian,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hector Martin,BEL,1925,3,14
15,7/13/1925,373,Evian,Mulhouse,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1925,22,15
16,7/15/1925,334,Mulhouse,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hector Martin,BEL,1925,3,16
17,7/17/1925,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hector Martin,BEL,1925,3,17
18,7/19/1925,343,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ottavio Bottecchia,ITA,1925,18,18
1,6/20/1926,373,Evian,Mülhausen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jules Buysse,BEL,1926,3,1
2,6/22/1926,334,Mülhausen,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Aimé Dossche,BEL,1926,3,2
3,6/24/1926,433,Metz,Dunkerque,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gustaaf van Slembrouck,BEL,1926,3,3
4,6/26/1926,361,Dunkerque,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Félix Sellier,BEL,1926,3,4
5,6/28/1926,357,Le Havre,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adelin Benoit,BEL,1926,3,5
6,6/30/1926,405,Cherbourg,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph van Dam,BEL,1926,3,6
7,7/2/1926,412,Brest,Les Sables d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1926,22,7
8,7/3/1926,285,Les Sables d'Olonne,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph van Dam,BEL,1926,3,8
9,7/4/1926,189,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1926,22,9
10,7/6/1926,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Buysse,BEL,1926,3,10
11,7/8/1926,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Buysse,BEL,1926,3,11
12,7/10/1926,427,Perpignan,Toulon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1926,22,12
13,7/12/1926,280,Toulon,Nice,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1926,22,13
14,7/14/1926,275,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bartolomeo Aimo,ITA,1926,18,14
15,7/16/1926,303,Briançon,Evian,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Joseph van Dam,BEL,1926,3,15
16,7/17/1926,321,Evian,Dijon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Camille van de Casteele,BEL,1926,3,16
17,7/18/1926,341,Dijon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Aimé Dossche,BEL,1926,3,17
1,6/19/1927,180,Paris,Dieppe,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Francis Pélissier,FRA,1927,11,1
2,6/20/1927,103,Dieppe,Le Havre,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Maurice Dewaele,BEL,1927,3,2
3,6/21/1927,225,Le Havre,Caen,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hector Martin,BEL,1927,3,3
4,6/22/1927,140,Caen,Cherbourg,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Camille van de Casteele,BEL,1927,3,4
5,6/23/1927,199,Cherbourg,Dinan,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ferdinand Le Drogo,FRA,1927,11,5
6,6/24/1927,206,Dinan,Brest,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,André Leducq,FRA,1927,11,6
7,6/25/1927,207,Brest,Vannes,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gustaaf van Slembrouck,BEL,1927,3,7
8,6/26/1927,204,Vannes,Les Sables d'Olonne,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Raymond Decorte,BEL,1927,3,8
9,6/27/1927,285,Les Sables d'Olonne,Bordeaux,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Adelin Benoit,BEL,1927,3,9
10,6/28/1927,189,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pé Verhaegen,BEL,1927,3,10
11,6/30/1927,326,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1927,22,11
12,7/2/1927,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gustaaf van Slembrouck,BEL,1927,3,12
13,7/4/1927,360,Perpignan,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Maurice Dewaele,BEL,1927,3,13
14,7/5/1927,120,Marseille,Toulon,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antonin Magne,FRA,1927,11,14
15,7/6/1927,220,Toulon,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1927,22,15
16,7/8/1927,275,Nice,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Julien Vervaecke,BEL,1927,3,16
17,7/9/1927,283,Briançon,Evian,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pé Verhaegen,BEL,1927,3,17
18,7/11/1927,213,Evian,Pontarlier,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Adelin Benoit,BEL,1927,3,18
19,7/12/1927,119,Pontarlier,Belfort,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Maurice Geldhof,BEL,1927,3,19
20,7/13/1927,145,Belfort,Strasbourg,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Raymond Decorte,BEL,1927,3,20
21,7/14/1927,165,Strasbourg,Metz,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nicolas Frantz,LUX,1927,22,21
22,7/15/1927,159,Metz,Charleville,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hector Martin,BEL,1927,3,22
23,7/16/1927,270,Charleville,Dunkerque,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,André Leducq,FRA,1927,11,23
24,7/17/1927,344,Dunkerque,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Leducq,FRA,1927,11,24
1,6/17/1928,207,Paris,Caen,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nicolas Frantz,LUX,1928,22,1
2,6/18/1928,140,Caen,Cherbourg,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,André Leducq,FRA,1928,11,2
3,6/19/1928,199,Cherbourg,Dinan,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gaston Rebry,BEL,1928,3,3
4,6/20/1928,206,Dinan,Brest,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Pé Verhaegen,BEL,1928,3,4
5,6/21/1928,208,Brest,Vannes,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Marcel Bidot,FRA,1928,11,5
6,6/22/1928,204,Vannes,Les Sables d'Olonne,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nicolas Frantz,LUX,1928,22,6
7,6/23/1928,285,Les Sables d'Olonne,Bordeaux,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Victor Fontan,FRA,1928,11,7
8,6/24/1928,225,Bordeaux,Hendaye,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Maurice Dewaele,BEL,1928,3,8
9,6/26/1928,387,Hendaye,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Victor Fontan,FRA,1928,11,9
10,6/28/1928,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,André Leducq,FRA,1928,11,10
11,6/30/1928,363,Perpignan,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Leducq,FRA,1928,11,11
12,7/2/1928,330,Marseille,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicolas Frantz,LUX,1928,22,12
13,7/4/1928,333,Nice,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Antonin Magne,FRA,1928,11,13
14,7/6/1928,329,Grenoble,Evian,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Julien Moineau,FRA,1928,11,14
15,7/8/1928,213,Evian,Pontarlier,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Pierre Magne,FRA,1928,11,15
16,7/9/1928,119,Pontarlier,Belfort,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,André Leducq,FRA,1928,11,16
17,7/10/1928,145,Belfort,Strasbourg,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Joseph Mauclair,FRA,1928,11,17
18,7/11/1928,165,Strasbourg,Metz,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nicolas Frantz,LUX,1928,22,18
19,7/12/1928,159,Metz,Charleville,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Marcel Huot,FRA,1928,11,19
20,7/13/1928,271,Charleville,Malo-les-Bains,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Maurice Dewaele,BEL,1928,3,20
21,7/14/1928,234,Malo-les-Bains,Dieppe,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antonin Magne,FRA,1928,11,21
22,7/15/1928,331,Dieppe,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1928,22,22
1,6/30/1929,206,Paris,Caen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Aimé Dossche,BEL,1929,3,1
2,7/1/1929,140,Caen,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Leducq,FRA,1929,11,2
3,7/2/1929,199,Cherbourg,Dinan,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Omer Taverne,BEL,1929,3,3
4,7/3/1929,206,Dinan,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Delannoy,BEL,1929,3,4
5,7/4/1929,208,Brest,Vannes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gustaaf van Slembrouck,BEL,1929,3,5
6,7/5/1929,206,Vannes,Les Sables d'Olonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paul Le Drogo,FRA,1929,11,6
7,7/6/1929,285,Les Sables d'Olonne,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nicolas Frantz,LUX,1929,22,7
8,7/7/1929,182,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Julien Moineau,FRA,1929,11,8
9,7/9/1929,363,Bayonne,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Salvador Cardona,ESP,1929,9,9
10,7/11/1929,323,Luchon,Perpignan,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jef Demuysere,BEL,1929,3,10
11,7/13/1929,366,Perpignan,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Leducq,FRA,1929,11,11
12,7/15/1929,191,Marseille,Cannes,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Marcel Bidot,FRA,1929,11,12
13,7/16/1929,133,Cannes,Nice,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Benoît Fauré,FRA,1929,11,13
14,7/18/1929,333,Nice,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gaston Rebry,BEL,1929,3,14
15,7/20/1929,329,Grenoble,Evian,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Julien Vervaecke,BEL,1929,3,15
16,7/22/1929,283,Evian,Belfort,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charles Pélissier,FRA,1929,11,16
